,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
20,Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,81,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,132833,4
22,THE ANXIETY,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,82,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4
23,YP4AM,2020,1dsv9gQ8J2f9YV0HfOwjc5,24,0.713,0.412,1,-10.714,1,0.16,0.00343,0.000152,0.347,0.0529,127.89,150067,4
24,Juice WRLD,Wishing Well,2U5WueTLIK5WJLD7mvDODv,81,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,4
25,Year 200X,Castlevania III (the Beginning),2HUMceEhjkJoOfn7UsomyX,22,0.192,0.693,7,-8.539,0,0.052,2.75e-06,0.863,0.232,0.485,113.765,114000,4
26,Dua Lipa,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,85,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
27,New West,Years Ago,6NdyWIS7wxMTombWPpzjqf,39,0.531,0.474,1,-6.664,1,0.0251,0.55,0.0,0.0487,0.355,84.398,194911,4
28,Eslabon Armado,Jugaste y Sufrí,3NqBxTOMCJ3zW9CIP51td4,81,0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,200.156,275194,1
30,Kali Uchis,telepatía,6tDDoYIxWvMLTdKpjFkc1B,83,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,160191,4
31,Ghost,Year Zero,1YBf7Tq9bpcVwvnlP8YbQS,52,0.469,0.705,7,-5.134,1,0.0458,0.0304,0.0155,0.659,0.137,122.025,350187,4
32,Machine Gun Kelly,my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,80,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4
33,Year 200X,Zelda II (Title - Battle - Fairy - Palace),1mo7zvAi0AFpLj4ODV9AyY,20,0.112,0.709,7,-8.903,1,0.0596,4.74e-05,0.879,0.0709,0.146,54.37,386227,3
34,Eminem,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,83,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4
35,Johann Strauss II,"An der schönen blauen Donau, Walzer, Op. 314",5431KRbZtVF3tVgMR1lIYS,42,0.207,0.0854,2,-19.104,1,0.042,0.976,0.923,0.0663,0.138,199.771,622227,3
36,Diplo,Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk,76,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,169227,4
38,Juice WRLD,Come & Go (with Marshmello),2Y0wPrPQBrGhoLn14xRYCG,81,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,4
40,Giveon,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,84,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3
41,Year 200X,Wizards And Warriors/Ironsword (Title - Forest - Wind Elemental - Outside Castle Ironspire),4pUphnieXvbcoc6sM8XiPN,19,0.402,0.927,2,-5.898,0,0.044,3.31e-05,0.937,0.207,0.454,99.9,281845,4
42,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,84,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4
43,Hammock,Dark Beyond the Blue (2020),6t3w4yBR0Y1CxSNCh5EgDZ,36,0.231,0.28,0,-19.806,1,0.0449,0.732,0.898,0.0838,0.0374,72.968,325680,3
44,King Von,Took Her To The O,7fEoXCZTZFosUFvFQg1BmW,77,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,196180,4
46,Lee Brice,Soul,3vCUelLOtiuNF78p9LNWZF,76,0.789,0.642,11,-8.304,1,0.0352,0.357,0.0,0.0985,0.755,121.003,167680,4
48,Coyote Theory,This Side of Paradise,79EkGysjP2dL5GdpeQjRxT,83,0.306,0.664,9,-6.07,1,0.0276,0.432,7.5e-06,0.135,0.321,158.283,242010,4
49,Year 200X,Mega Man 2 (title),4Y2mJptbsUs60BACcmqTZc,18,0.0997,0.696,1,-7.597,1,0.0381,1.6e-05,0.855,0.108,0.36,81.573,97480,4
50,Drake,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,80,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4
51,The Rolling Stones,100 Years Ago - 2020,0RJplx8HMNZsBYmvjCsnO4,33,0.398,0.804,9,-5.255,0,0.0455,0.151,0.173,0.217,0.687,124.305,238133,4
52,Tame Impala,One More Hour,0mO6oS60RST2sWmN2FKknP,80,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,432560,4
54,Chris Stapleton,You Should Probably Leave,2UikqkwBv7aIvlixeVXHWt,76,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,4
55,Logan Paul,2020,2IgzajjY7h18gjHvQ3LKZ5,47,0.712,0.735,8,-5.284,1,0.21,0.117,0.0,0.167,0.774,180.218,222165,4
56,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da,80,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,4
57,Year 200X,Mega Man 3 (title Theme)(sfx Intro By Alex Atchley),0ldeZmVLVfyhRKCavkFv2K,18,0.235,0.35,6,-9.81,0,0.0338,0.00312,0.908,0.12,0.147,77.725,153987,3
58,blackbear,hot girl bummer,6jRq8gaZhMUyy5RclRPcAf,81,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,1
59,Papa Roach,Gravity - Remastered 2020,4zN1YCljFntHRccaX35RNg,32,0.562,0.919,1,-3.783,1,0.211,0.00616,0.0,0.106,0.63,86.007,244449,4
60,Steve Lacy,Infrunami,0f8eRy9A0n6zXpKSHSCAEp,77,0.826,0.299,9,-7.721,1,0.0446,0.31,0.0952,0.0758,0.215,97.012,178328,4
61,Jo Kusy,Year 2020,6NCkH0LLsj26P0atuhwIZT,0,0.536,0.81,7,-5.804,1,0.0294,0.593,0.00478,0.296,0.469,119.955,147989,4
62,21 Savage,Runnin,5SWnsxjhdcEDc7LJjq9UHk,78,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4
63,Bobby Bryant,Zed Crypto Year 2020,2TmKkydtir3P62DNVKAVuq,0,0.791,0.682,0,-6.395,0,0.0427,0.151,0.915,0.138,0.507,115.993,120259,4
64,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,82,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,220488,4
65,David Gray,This Year's Love - 2020 Remaster,2raGOq0p2PXrWJnWXSBFaC,30,0.332,0.237,8,-7.775,1,0.0289,0.653,6.74e-05,0.112,0.207,165.405,245533,3
66,Glass Animals,Heat Waves,6CDzDgIUqeDY5g8ujExx2f,86,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
68,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,85,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4
69,Ghost,Year Zero,3yiyZW5sYNg3VvIejh10sK,55,0.469,0.705,7,-5.134,1,0.0458,0.0304,0.0155,0.659,0.137,122.025,350187,4
70,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,81,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4
71,HammerFall,Templars of Steel - 2020 Remix,6VJrbJHOZeQcTKBun9ASh5,42,0.403,0.788,8,-7.285,1,0.0348,0.00116,8.69e-05,0.109,0.344,186.102,328210,4
72,Tate McRae,you broke me first,45bE4HXI0AwGZXfZtMp8JR,83,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4
73,NikONEplay,Year 2020,3GAXx9f7V5nzxMl1RjPHKC,0,0.868,0.407,7,-10.235,0,0.0744,0.0676,0.269,0.0607,0.51,140.027,112014,4
74,"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,78,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921,3
75,Papa Roach,Help - Remastered 2020,3ViE5zjLk07LjljeUUWtq0,30,0.506,0.919,2,-4.592,1,0.0674,0.000728,4.17e-06,0.295,0.302,91.889,214797,4
76,Hotel Ugly,Shut up My Moms Calling,3hxIUxnT27p5WcmjGUXNwx,78,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,164571,4
77,O.Reynolds,Year 2020,5YQMQ36OGVgxpyn9tmCpCb,0,0.622,0.66,6,-9.679,0,0.334,0.0727,0.0,0.358,0.501,83.699,195385,4
78,Cardi B,WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,81,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073,187541,4
79,Nuceball,2020,0Eq9SRcfOoGk1p6S1MUK4K,35,0.89,0.553,9,-10.204,0,0.355,0.118,0.0,0.416,0.404,120.006,102922,4
80,Pop Smoke,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,81,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995,160000,4
81,Al Stewart,Year of the Cat - 2020 Remaster,0BPl2z35ItKYbpvGjyh3mU,29,0.534,0.558,4,-10.613,0,0.0338,0.0148,0.00722,0.05,0.502,116.671,403067,4
82,Sleep Miracle,Brown Sleep Noise,5UBonaClAZVfzxJNn8nnhh,79,0.0555,0.0837,1,-30.397,1,0.147,0.116,1.0,0.112,0.06,59.509,248000,4
83,Mulimisi Uncle Jim,Year 2020,2jJUf9wPwOKvbgiZCRkthd,0,0.661,0.473,0,-9.561,1,0.0573,0.611,2.47e-06,0.126,0.512,186.423,237043,4
84,Lil Baby,On Me,4Iedi94TIaB2GGb1nMB68v,76,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,135960,4
85,Papa Roach,Born For Greatness - Remastered 2020,4w18x6612KWiMb9pM10agY,30,0.521,0.874,9,-4.632,0,0.063,0.039,0.0,0.0589,0.283,133.918,227847,4
86,Powfu,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,83,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,173333,4
87,ReTro d.r.E,Year 2020,0Da2qjJhBPyttzWYOd1Ht5,0,0.659,0.689,8,-5.037,1,0.172,0.348,0.0,0.191,0.599,142.151,150857,4
88,Conan Gray,Maniac,6KfoDhO4XUWSbnyKjNp9c4,81,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,185773,4
89,Hasan Kun,2020,7nGNtlcuBCQhI0CKho0kT5,31,0.806,0.521,8,-8.509,1,0.15,0.207,0.0,0.11,0.152,134.041,157910,4
90,Ozzy Osbourne,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,78,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183,4
91,Jai Wolf,Indian Summer - 2020 Encore Mix,60SJ6qZIetPNm1Q2IRGgRr,25,0.316,0.53,6,-8.129,1,0.0308,0.00323,3.25e-05,0.0811,0.0323,170.075,260807,4
92,Bad Bunny,DÁKITI,47EiUVwUp4C9fGccaPuUCS,83,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
93,Tigre Blanco,Year 2020,2Qzj5uQzUA85LjtcCBuAhZ,0,0.436,0.568,7,-8.629,1,0.0299,0.00128,0.683,0.111,0.0828,110.013,225884,4
94,Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),6Tguhaf2uAe6OjRLsR2Tql,75,0.846,0.48,8,-8.618,0,0.359,0.269,0.0,0.0989,0.419,143.029,169532,4
95,The Glitch Mob,Fortune Days - 2020 Remaster,5GWHujc41JAjaiH6gcCjgu,26,0.604,0.624,1,-9.847,0,0.0744,0.44,0.773,0.0754,0.2,105.001,380815,4
96,HARDY,GIVE HEAVEN SOME HELL,2bVeUlOC5JjTpkQXuUUoYm,74,0.639,0.843,11,-4.975,1,0.0362,0.0525,0.0,0.0854,0.528,126.047,217802,4
97,kaestin,Year 2020,4BSnQlZksEtvmW4c2QOgEV,0,0.647,0.467,1,-12.72,1,0.218,0.05,0.365,0.314,0.662,196.042,161633,4
98,Tame Impala,Borderline,5hM5arv9KDbCHS0k9uqwjr,79,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,237800,4
99,Jaded Juice Riders,Year 22,7sL9Vi4jozFFCtA1SpVUEA,30,0.414,0.842,5,-7.012,1,0.0318,3.49e-06,0.473,0.583,0.332,97.445,161538,4
100,Bad Bunny,La Santa,69vlMrzHwATKzupwNcUPyK,84,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,206420,4
101,Papa Roach,Falling Apart - Remastered 2020,2qkxnCKVOKbQZcO8TEcXH1,29,0.53,0.946,3,-2.694,0,0.0517,4.96e-05,0.0,0.351,0.436,110.052,188920,4
102,Jhay Cortez,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,82,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,227520,4
103,Haiti BaeB,Year 2020,0VWgZvez93QhJwTAVniUEw,0,0.882,0.942,8,-6.282,0,0.221,0.0241,0.0,0.362,0.792,126.994,144567,4
104,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,81,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733,4
106,Noah Cyrus,July,6J2LdBN97cDWn0MLxYh9HB,79,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,156106,4
107,Papa Roach,Face Everything and Rise - Remastered 2020,20JXjktPIqUV7bWr8nZkia,28,0.415,0.988,8,-2.095,1,0.0861,2.12e-05,0.0,0.283,0.38,139.926,191074,4
108,Beach Bunny,Cloud 9,6vFsBXYczYsP0H3lgunZOm,79,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351,4
109,Judgemental,Year 2020,0sm0np6NlfZdgBvlD8kkm3,0,0.812,0.813,5,-7.394,1,0.293,0.0026,0.0,0.175,0.206,145.07,306052,4
110,Riovaz,Prom Night,7KhJdiu4zbPlhlImRLIyDl,75,0.813,0.608,7,-9.918,1,0.169,0.355,8.56e-06,0.0963,0.0512,149.251,145899,4
111,Smoove'L,2020,2ri6f2r2nPGPjyd4pfSefK,32,0.792,0.641,6,-5.463,1,0.41,0.0438,0.0,0.0513,0.713,143.979,141642,4
112,BTS,Dynamite,5QDLhrAOJJdNAmCTJ8xMyW,86,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
113,Papa Roach,Come Around - Remastered 2020,19XsdKehaBTpfhwS6OSdYr,28,0.553,0.92,2,-5.289,1,0.0679,0.0463,0.0023,0.114,0.108,93.012,210962,4
114,Kane Brown,Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,76,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406,4
115,YWB $uburb,Year 2020,6IPUBfLwEOPrzx4ZfEULYJ,0,0.846,0.354,10,-13.611,1,0.333,0.568,0.0,0.161,0.381,135.065,186201,4
116,Jack Harlow,WHATS POPPIN,1jaTQ3nqY3oAAYyCTbIvnM,78,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4
118,21 Savage,Rich Nigga Shit (feat. Young Thug),3ruoIF2UnoXdzK8mR61ebq,76,0.825,0.733,1,-5.625,0,0.0969,0.349,0.0,0.112,0.62,97.974,190331,4
119,The Glitch Mob,Animus Vox - 2020 Remaster,3L1iZJUXiAcUvDhIIi3KAq,25,0.679,0.523,10,-10.727,0,0.0414,0.15,0.673,0.506,0.399,100.033,402085,4
120,Don Toliver,No Idea,7AzlLxHn24DxjgQX73F9fU,80,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,4
121,Kentomen,Year 2020,2wXYm7A2WwjjLkkzSIFS5j,0,0.554,0.833,7,-6.726,1,0.0442,0.00325,0.00185,0.0849,0.804,170.033,173029,4
122,Polo G,21,3JKgcAa7r07ocVWcV8bS0H,76,0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027,163798,4
123,Jhené Aiko,Summer 2020 - interlude,1wKwQdV3A1rllcQfWLzZdZ,35,0.425,0.062,9,-17.04,1,0.0398,0.963,0.00356,0.162,0.18,135.554,105933,3
124,1nonly,Stay With Me,2WYs5LxOZfEyURXu7V0O1a,81,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,141505,5
125,Papa Roach,Burn - Remastered 2020,1LRQROTy2wN5VO3V0VPbUc,26,0.447,0.981,7,-2.955,1,0.116,2.22e-05,0.00107,0.0717,0.397,91.013,205747,4
126,Playboi Carti,ILoveUIHateU,1BpKJw4RZxaFB88NE5uxXf,76,0.684,0.693,4,-6.651,0,0.0339,0.00534,0.0,0.506,0.108,134.988,135122,4
127,Liberator World,Year 2020,72ou2l2Mr5YKNW83ua1zv1,0,0.506,0.762,6,-9.854,0,0.185,0.000586,0.861,0.291,0.662,171.943,108024,4
128,Gabby Barrett,The Good Ones,3hLuHKzG1cmlRpq53ZVWd8,74,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,215141,4
130,Lil Tecca,Our Time,2WxUIiq06XXPYWl9YcRJnD,78,0.895,0.439,5,-12.142,0,0.319,0.199,0.0,0.0683,0.633,109.988,98413,4
131,Papa Roach,Elevate - Remastered 2020,5vi1VaZmV5CzibWGIcf9G4,27,0.65,0.814,2,-4.406,0,0.0923,0.0281,0.0,0.301,0.642,145.031,190000,4
132,Bad Bunny,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,81,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,170972,4
133,The Glitch Mob,Bad Wings - 2020 Remaster,6kM8GtByUt4KYN9MqGpCis,24,0.483,0.69,7,-7.505,0,0.0471,0.0143,0.858,0.278,0.267,129.918,398192,4
134,Dua Lipa,Levitating,39LLxExYz6ewLAcYrzQQyP,84,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,4
135,Unholy,20202020,0eC8otaIkta7JKZ53UC6Ux,38,0.538,0.77,2,-9.23,1,0.0567,0.0214,0.825,0.134,0.0309,94.0,316804,4
136,Pop Smoke,Element,57BGVV6wcyhbn3hsjlqEZB,79,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,5
137,The Glitch Mob,Drive It Like You Stole It - 2020 Remaster,1h0LR3X6LD19canA3cHDCO,24,0.62,0.668,5,-9.337,0,0.0703,0.11,0.915,0.3,0.492,85.986,354464,4
138,Dua Lipa,Levitating (feat. DaBaby),463CkQjx2Zk1yXoBuierM9,79,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
139,Ben Folds,2020,0mJ35OaQMtOxmFhH0owTxS,27,0.526,0.28,0,-9.286,1,0.0512,0.938,1.55e-06,0.107,0.346,130.252,143977,4
140,Playboi Carti,Vamp Anthem,4CzhtKifG867Lu5DNQVBSA,77,0.642,0.69,11,-5.101,1,0.261,0.00599,1.3e-06,0.322,0.641,164.075,124094,4
141,Papa Roach,Periscope - Remastered 2020,3DFp3sRBA9iWzZqEPLq8gM,27,0.588,0.721,7,-6.356,0,0.0302,0.275,0.0,0.214,0.232,121.956,216771,4
142,Gabby Barrett,I Hope,23T0OX7QOiIUFShSzbJ5Uo,74,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,210773,4
144,Ariana Grande,34+35,6Im9k8u9iIzKMrmV7BWtlF,81,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4
145,Papa Roach,The Ending - Remastered 2020,6t1OmNgczg0oaGbpfzHVLR,27,0.531,0.895,9,-4.38,0,0.0455,0.0918,2.57e-05,0.118,0.491,89.988,209829,4
146,Wiz Khalifa,The Thrill,4wqzOaLxiCRy2Et8tRyNSX,77,0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984,234334,4
147,Papa Roach,Kick In The Teeth - Remastered 2020,6hTXrvfe5fSIhAhMBznsau,26,0.341,0.988,2,-2.929,1,0.218,0.000118,5.94e-06,0.311,0.386,122.984,191453,4
148,Brent Faiyaz,Clouded,2J6OF7CkpdQGSfm1wdclqn,74,0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,110129,3
150,The Kid LAROI,WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,80,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4
152,Pop Smoke,Hello (feat. A Boogie Wit da Hoodie),2r6OAV3WsYtXuXjvJ1lIDi,79,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,190534,4
153,Papa Roach,Still Swingin’ - Remastered 2020,1WeeMb71Hld9X5Bmq9IQup,26,0.568,0.897,1,-6.001,1,0.0579,8.29e-05,6.69e-05,0.119,0.645,139.004,203293,4
154,Tenille Arts,Somebody Like That,3hboOw4dS0aXGuP0fyyvbC,73,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034,198209,4
156,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2MbdDtCv5LUVjYy9RuGTgC,76,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478,4
157,Chilled Cat,Winter Night on New Years Eve,639pj50r7i2uFzZ4BJhk4y,25,0.709,0.261,8,-10.459,1,0.148,0.924,3.52e-05,0.15,0.558,134.425,158551,3
158,Big Sean,Wolves (feat. Post Malone),33gwZOGJWEZ7dRWPqPxBEZ,77,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,199758,4
160,Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,76,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,125302,4
161,Leaving Laurel,sometimes it’s scary…but it’s still you and me - Mixed,0eZPeiMttWBveKreWHLjhI,32,0.748,0.787,6,-6.613,1,0.067,0.00419,0.81,0.159,0.112,124.012,379464,4
162,The Strokes,The Adults Are Talking,5ruzrDWcT0vuJIOMW7gMnW,78,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4
164,Ritt Momney,Put Your Records On,6AGOKlMZWLCaEJGnaROtF9,77,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,210463,4
165,Hammock,EveryWhen - Bonus Track,2HGeIYpOrU9u5UR9Z98mx9,26,0.195,0.473,9,-17.806,0,0.0777,0.917,0.94,0.14,0.0426,123.304,277199,5
166,Giveon,Like I Want You,6qBFSepqLCuh5tehehc1bd,77,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,260776,3
168,Bad Bunny,Safaera,2DEZmgHKAvm41k4J3R2E9Y,80,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4
169,Papa Roach,Who Do You Trust? - Remastered 2020,7mal4BdvagTpiAh8TiDfyh,25,0.556,0.911,2,-4.006,1,0.0375,0.0221,7.35e-06,0.421,0.297,102.013,196480,4
170,The Weeknd,Heartless,6bnF93Rx87YqUBLSgjiMU8,77,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267,4
171,KjRock,2020,6AQFL8Yt5FlMCX8pO3O7KR,28,0.34,0.629,1,-6.911,0,0.0552,1.03e-05,0.865,0.0929,0.251,147.286,68163,4
172,G Herbo,PTSD,1C8ux1YWLMHCenYJFiIV4Z,74,0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01,232065,4
173,The Glitch Mob,A Dream Within A Dream - 2020 Remaster,2DW7QEmiAiumhYAQURtLAq,21,0.599,0.736,5,-10.191,0,0.0573,0.0741,0.821,0.673,0.156,119.971,321610,4
174,Ariana Grande,motive (with Doja Cat),5GkQIP5mWPi4KZLLXeuFTT,79,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,167990,4
176,Yung Gravy,oops!,7L6G0wpIUiPXuvoo7qhb06,73,0.886,0.743,6,-6.797,0,0.0812,0.0358,0.000198,0.0511,0.941,131.902,139760,4
177,Kazuhito Murata,電話しても - 2020 Remaster,5MvIqNNzJGYbdOG1crN4XR,28,0.752,0.646,4,-9.345,1,0.0297,0.0715,0.0343,0.263,0.978,122.451,229520,4
178,Future,Drankin N Smokin,0k7wmahjkn389wAZdz19Cv,74,0.752,0.658,0,-6.297,1,0.342,0.0421,0.0,0.0927,0.387,151.951,213520,4
180,Taylor Swift,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,79,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4
181,The Glitch Mob,We Swarm - 2020 Remaster,0Hn5QyztsQH1iL8SCnJlJu,20,0.668,0.737,7,-9.066,1,0.0496,0.00344,0.771,0.362,0.404,115.018,352322,4
182,Mac Miller,Blue World,2hwOoMtWPtTSSn6WHV7Vp5,75,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,209440,4
184,Juice WRLD,Righteous,5dOxHHMOFAbG3VH23t0xNm,75,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4
185,The Glitch Mob,How To Be Eaten By A Woman - 2020 Remaster,5boDsGpqH3Tb8QqN6yA4im,21,0.302,0.482,0,-13.273,1,0.0555,0.358,0.853,0.238,0.0523,95.995,357968,4
186,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,77,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4
187,井涵琪,2020 - Remix,64rhpzEBNBMEFHfmmN6SDU,14,0.328,0.743,0,-8.956,1,0.34,0.745,0.0,0.0784,0.223,173.425,204000,4
188,Bad Bunny,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,85,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,175918,4
189,Elysian,Beyond The Comfort Zone (Mixed),5LvfgyTDNtQG0vJaClqnku,30,0.521,0.902,7,-8.375,0,0.0812,0.00055,0.00809,0.658,0.349,129.995,75720,4
190,Bad Bunny,LA NOCHE DE ANOCHE,2XIc1pqjXV3Cr2BQUGNBck,82,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4
