artist_name,artist_genre,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Polo G,['chicago rap'],Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy,70,0.776,0.64,7,-8.058,1,0.184,0.149,0.0,0.101,0.326,160.038,204000,4
STANDERWICK,['progressive trance'],What About Us (Mixed),5KHiOrhY1VQJejYXVBAPCJ,21,0.437,0.971,5,-8.746,0,0.0691,1.2e-05,0.788,0.295,0.542,130.065,73360,4
Morgan Wallen,['contemporary country'],Still Goin Down,096YtKWNRXdmYKFLelSBto,68,0.58,0.751,7,-5.078,1,0.0267,0.49,0.0,0.277,0.718,148.108,186293,4
Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']",Memory I Don't Mess With,1zYZs8Vbjhbzx5M3olcRnm,68,0.617,0.704,6,-7.61,0,0.0258,0.171,0.0,0.0924,0.57,91.541,180617,4
MaRLo,"['australian dance', 'edm', 'pop dance', 'progressive house', 'trance', 'uplifting trance']",Say Hello (Mixed),1e2Moh5Z3gbHeVoE9hiNLf,20,0.503,0.726,11,-7.422,0,0.133,0.000705,0.0,0.727,0.461,129.937,103387,4
Tim McGraw,"['contemporary country', 'country', 'country road']",7500 OBO,7A4WmJcWx6KrVRfQ2CP8e7,69,0.528,0.718,7,-6.954,1,0.0337,0.1,0.0,0.304,0.51,155.759,221400,4
DJLEO,[],2020-2021,1pvXd5sooh8COsO2Z6kCrq,22,0.52,0.733,11,-6.772,1,0.0844,0.145,1.99e-06,0.0866,0.502,96.675,800691,4
Lil Darkie,"['glitchcore', 'viral rap']",i can see clearly,0hTenOns6LBffrOtLg3rMe,70,0.705,0.619,8,-6.208,1,0.0493,0.206,0.000986,0.139,0.39,93.031,193548,4
Scorz,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",Come To Life (Mixed),4xZLHEwMJHI7EmTUaIfFYI,21,0.682,0.823,0,-8.86,1,0.0613,0.00251,0.765,0.357,0.665,125.07,62040,4
Moneybagg Yo,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",Me Vs Me,1lUTmmPMAsxZBR2iK9CKDF,68,0.853,0.821,5,-4.537,0,0.209,0.205,0.0,0.209,0.625,130.999,183319,4
Outline In Color,"['metalcore', 'post-screamo', 'screamo', 'trancecore']",Year 8,0VP3RX9naruBxg1H8sAKV5,13,0.358,0.944,8,-3.778,1,0.109,1.81e-05,1.72e-06,0.505,0.403,170.039,206382,4
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",Sum 2 Prove,2u3EyuCqqV31woqGvO9LBz,71,0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038,205760,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",All On Me (Mixed),5JMp6MjsUcYz4Mp2avWIhA,21,0.449,0.902,5,-9.734,1,0.0885,0.00885,5.26e-06,0.172,0.387,127.603,45347,4
Juice WRLD,"['chicago rap', 'melodic rap']",Life's A Mess (feat. Halsey),5wWAwzGp2OaaoIkwcz6wZs,72,0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078,202193,4
谢柔,[],2020 - Remix,2vZnfsshx9bHltx04yhFKQ,13,0.367,0.829,9,-4.844,1,0.178,0.748,0.0,0.0855,0.232,93.509,192000,4
Chris Young,"['contemporary country', 'country', 'country road', 'modern country rock']",Famous Friends,4iXDn9pu5Q9sxv45vE8Lak,69,0.533,0.855,6,-2.901,1,0.0356,0.0553,0.0,0.335,0.64,102.017,165569,4
Christy Moore,"['celtic', 'irish folk']",Black Is The Colour Of My True Love's Hair - Live In Dublin / Remastered 2020,1SYZYOjXCOuIo0wEwbtuX0,28,0.5,0.484,9,-12.862,0,0.0444,0.857,0.000316,0.705,0.238,113.261,245720,4
Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",Rehab (Winter In Paris),0zWbYGQq5O1KQd0iqzgjP6,70,0.549,0.242,5,-11.692,1,0.038,0.809,8.1e-05,0.127,0.286,144.211,180304,4
Year 200X,['scorecore'],Twin Cobra (Stage 1 - Stage 2),7eXVVfUMTDLur9H9ivvIof,11,0.391,0.962,2,-5.153,0,0.0478,6.73e-06,0.881,0.111,0.46,100.031,202955,4
iamjakehill,"['emo rap', 'pop rap', 'sad rap']",By the Sword,3HsFSrIsbO54TFDfG66pZm,74,0.685,0.76,2,-7.813,1,0.0512,0.0199,0.151,0.0866,0.781,160.035,125812,4
Polo G,['chicago rap'],I Know,40j4RoqmLiivqzRObbQ4BF,71,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4
Philanthrope,"['chillhop', 'lo-fi beats']",Plants,34P0h72r5IebPGGH76blf3,15,0.662,0.324,11,-18.517,1,0.0645,0.312,0.864,0.108,0.0393,80.053,127000,4
Sleepy Hallow,"['brooklyn drill', 'nyc rap']",Molly,3m49rgJQUz5GU07RWjf5SH,71,0.812,0.385,10,-9.676,0,0.416,0.787,0.0,0.103,0.742,133.993,164562,4
Aaron Fraser-Nash,[],Chucky,0AnaaB2jnvxQBtvrqb5HOV,17,0.784,0.823,0,-6.931,1,0.0573,0.153,0.0,0.0469,0.665,128.03,179958,4
Kelsea Ballerini,"['contemporary country', 'country', 'pop']",half of my hometown (feat. Kenny Chesney),1yRke3PmsyFrYlFZOAkABk,69,0.57,0.618,10,-4.966,1,0.0445,0.153,0.0,0.159,0.286,138.034,231832,4
ALPHA 9,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']",Everywhere I Go (Mixed),0Qbl6El7iRVHhL8Hnr9gIS,21,0.552,0.89,0,-9.363,0,0.0425,8.24e-05,0.000144,0.506,0.276,128.004,75000,4
Ava Max,"['dance pop', 'pop']",My Head & My Heart,1KixkQVDUHggZMU9dUobgm,79,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4
Thundercat,['afrofuturism'],Funny Thing,1c5CllrZr45UBhWpIqM332,72,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3
Luke Bond,"['deep uplifting trance', 'pop dance', 'progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",Walk Away (Mixed),5BXE7i3fePaWhb2AqyczFJ,20,0.615,0.821,3,-9.026,0,0.0522,0.0125,0.00187,0.4,0.414,129.004,96733,4
Stellar,['social media pop'],Ashes,3Pj6u2KTgepyyidp5xfbHp,75,0.712,0.568,5,-7.864,0,0.0546,0.0947,0.0,0.169,0.46,130.019,166356,4
Raxstar,"['desi hip hop', 'desi pop']",2020,0EL16O2wgBAQNaNjPICI95,17,0.832,0.713,5,-7.558,0,0.281,0.0143,0.0,0.12,0.572,139.928,132160,4
Jhené Aiko,"['dance pop', 'pop', 'r&b', 'urban contemporary']",B.S. (feat. H.E.R.),63wx9vdskaXbYxyDx4oJCZ,70,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",Need You Now (Mixed),6sEF9scI0D2LeEvuY0hGvR,20,0.574,0.944,10,-7.31,0,0.0555,3.05e-05,0.0562,0.707,0.728,129.89,44320,4
Doja Cat,"['dance pop', 'pop']",Freak,3aA6xB0tOilDDX17fIJ0Bl,73,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912,284480,3
Quadeca,['meme rap'],2020,5jRrUpj6K6EQDr7mVvOaTd,12,0.846,0.513,0,-9.149,1,0.366,0.424,4.15e-05,0.0898,0.464,117.01,156410,4
Michael Ray,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",Whiskey And Rain,1tf4Bfk8JIKryLpWYRvyiI,68,0.653,0.623,8,-4.56,1,0.0244,0.508,3.32e-06,0.285,0.718,100.021,206507,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",Punisher (Mixed),2PDMMyWwfYK6sKNyNjV9I7,21,0.473,0.896,7,-8.865,0,0.0396,0.0042,2.04e-05,0.741,0.855,126.002,34293,4
Eslabon Armado,"['corrido', 'corridos tumbados', 'nueva musica mexicana', 'sierreno']",Con Tus Besos,6WYB1odDfMPVMyp1QxFInT,73,0.681,0.664,6,-8.019,0,0.0353,0.335,0.0,0.0418,0.861,102.166,226821,3
Jay Wheeler,"['latin', 'reggaeton', 'trap latino']",La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,80,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,219048,4
Assaf,"['progressive house', 'progressive trance']",Lost At Sea (Mixed),2Ognsk10gP8d9FLq0P4Yfv,21,0.548,0.872,2,-9.164,1,0.0715,7.42e-05,0.277,0.674,0.305,126.05,82907,4
Sheff G,"['brooklyn drill', 'new york drill', 'nyc rap']",Weight On Me,6A4hgJdwriera4WSUl4moW,72,0.801,0.533,3,-6.198,0,0.222,0.707,4.28e-05,0.125,0.626,121.959,157619,4
PRXJEK,"['dark trap', 'emo rap', 'scream rap', 'underground hip hop', 'viral rap']",2020 ENERGY,5Yc0uzQJ2IGMvjnxv04lN1,19,0.731,0.818,8,-5.236,0,0.376,0.134,0.0,0.161,0.829,75.265,131208,4
Lil Baby,"['atl hip hop', 'atl trap', 'rap', 'trap']",Sum 2 Prove,5f4Hy5mw5SRaUgXX9c6P5S,70,0.827,0.552,4,-7.571,0,0.274,0.0169,0.0,0.122,0.408,124.011,205760,4
Assaf,"['progressive house', 'progressive trance']",Lost Souls (Mixed) - AVIRA Remix,4uYyx2Vz7GKaSouXVTO33i,21,0.673,0.675,10,-8.794,0,0.0414,0.000198,0.782,0.118,0.0778,125.975,45733,4
SoFaygo,"['glitchcore', 'plugg', 'pluggnb', 'trap', 'vapor trap']",Knock Knock,6aHoPULNO7pSL2ZfUY0bU8,73,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729,4
Aaron Fraser-Nash,[],Annabelle,1IEb803vX04YINJ5mdIK6s,15,0.685,0.37,7,-13.929,1,0.0971,0.926,0.0,0.0814,0.654,167.859,212637,3
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",You should be sad,7lidXGPXPYLNThITAOTlkK,73,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,205473,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",Tarzan (Mixed),68MN1r0IVeLRXi65i5laM7,21,0.667,0.819,7,-8.906,1,0.12,0.0164,0.509,0.403,0.637,129.983,38813,4
Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",Fuck The World (Summer in London),2CzUlaKN1mvb0szagSR3ux,71,0.679,0.281,3,-15.506,0,0.184,0.873,0.00335,0.215,0.234,74.996,236704,4
Dreamer Isioma,"['alternative r&b', 'modern indie pop']",Sensitive,0oHEteATZnAZuA9dl1dXF3,71,0.601,0.649,7,-6.979,1,0.133,0.166,3.35e-05,0.165,0.351,89.73,174720,4
Omnia,"['pop dance', 'progressive house', 'progressive trance', 'trance', 'ukrainian edm', 'uplifting trance']",Generation (Mixed),4ZRqvqByjnjabaHC4P1CJ8,20,0.503,0.891,10,-7.815,0,0.0341,4.98e-06,0.987,0.332,0.956,129.003,31653,4
BLEU,"['alabama rap', 'pop rap', 'r&b', 'trap']",You’re Mines Still (feat. Drake),7E2C5rBLpCKwQlhJPVFBRS,72,0.575,0.609,5,-4.88,0,0.121,0.317,0.0,0.105,0.339,83.004,226220,4
钱萱帆,[],2020 - Remix,1UvNSRlzKYaKb15m9FjuED,9,0.375,0.699,11,-8.429,0,0.169,0.766,0.0,0.0929,0.232,93.214,190000,4
Sam Hunt,"['contemporary country', 'country pop']",Body Like A Back Road,7FpBQ067pHB67deawpbbcY,69,0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,98.977,162547,4
Yotto,"['edm', 'finnish edm', 'progressive house']",Another Riff For The Good Times - Mixed,0qvbTWuAHz8ZwqEGX6ONvF,21,0.752,0.771,10,-6.035,0,0.0505,0.0114,0.844,0.118,0.195,121.042,317168,4
Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'rap']",Tyler Herro,4DuUwzP4ALMqpquHU0ltAB,72,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,156498,4
Aaron Fraser-Nash,[],Leatherface,5kkxfJqUg1MoZD9uakTBI8,17,0.683,0.812,9,-6.348,1,0.317,0.278,2.39e-05,0.0913,0.445,74.944,224235,4
Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap']",New Tank,4txKMpsSfZRV6durPuHVq0,71,0.819,0.638,10,-4.831,0,0.226,0.031,0.000116,0.152,0.167,150.993,89741,4
The Cog is Dead,"['comic', 'dark cabaret', 'otacore', 'shanty', 'steampunk']",The Depths Below (Remastered 2020),0aaI5SaaLbNRpXgkmEiTz8,12,0.503,0.874,0,-4.4,0,0.0498,0.174,0.0,0.189,0.752,160.075,169430,4
HARDY,['contemporary country'],UNAPOLOGETICALLY COUNTRY AS HELL,45nc69lqKe3kY9sit2UU6G,67,0.543,0.648,1,-4.961,1,0.0311,0.172,0.0,0.329,0.617,124.053,235361,3
Lil Eazzyy,"['chicago rap', 'viral rap']",Onna Come Up,0e4A9Fak1nJ7RtBD8YpoEo,73,0.796,0.426,1,-13.207,1,0.285,0.356,2.73e-05,0.0941,0.649,150.043,128014,4
Bob Marley & The Wailers,"['reggae', 'roots reggae']","No Woman, No Cry - Live At The Rainbow Theatre, London / 4th June 1977 / Remastered 2020",255t2dDBiw8jIVQILhMjew,16,0.484,0.577,0,-8.029,1,0.0368,0.198,9.09e-05,0.855,0.528,135.765,419418,4
Bad Bunny,"['latin', 'reggaeton', 'trap latino']",Vete,2n7ohqg1s68ToAHh4u9mcW,75,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4
戈玥丽,[],2020 - Remix,2XTc5c43aFQTzErCZSj6KC,2,0.305,0.853,6,-3.718,1,0.303,0.76,0.0,0.099,0.167,48.29,190000,4
Jimmie Allen,"['black americana', 'contemporary country']",Freedom Was A Highway,3J5jotqUAjU479WhAiNkpU,69,0.563,0.847,1,-4.493,1,0.0468,0.0891,0.0,0.121,0.666,96.06,212720,4
Morgan Wallen,['contemporary country'],Livin’ The Dream,2L4YgbxxwmwafMqLIjSx8q,68,0.621,0.754,7,-5.904,0,0.0269,0.575,0.00484,0.213,0.441,127.036,239120,4
Orjan Nilsen,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",Sankthansaften (Mixed),0YCmgRAZRjuuG58QfWozsQ,20,0.668,0.911,10,-8.997,0,0.151,0.177,0.815,0.435,0.238,128.001,59987,4
Juice WRLD,"['chicago rap', 'melodic rap']",Man Of The Year,7AvprzMsRJpybaalckaT8c,70,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,136408,4
Toomii777,[],2020',0OCmnu48LJGFkJSUE3MIQV,3,0.833,0.544,8,-11.195,1,0.25,0.126,0.0,0.0748,0.355,107.993,165666,4
All Time Low,"['modern rock', 'pop punk', 'rock']",Monsters (feat. blackbear),0tyR7Bu9P086aWBFZ4QJoo,71,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,174068,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",Mask (Mixed),1Q5SYfHwo8zzlYAHHYMX6U,20,0.727,0.805,0,-8.132,1,0.129,0.00201,0.583,0.262,0.549,128.057,60013,4
Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap']",Rockstar Made,3cWmqvMwVQKDigWLSZ3w9h,72,0.773,0.612,8,-5.73,1,0.232,0.0398,0.0,0.142,0.381,149.999,193575,4
翠花不太脆(Bo Peep),[],2020,0heZZE9e9FWiFBjVnumkdN,12,0.421,0.742,1,-8.009,1,0.19,0.731,0.0,0.0818,0.245,87.239,200000,4
Phoebe Bridgers,"['indie pop', 'la indie']",Kyoto,4vjvx7Zxkb4AltGcZ0BBvI,71,0.6,0.749,11,-6.889,1,0.0419,0.0467,0.295,0.0915,0.485,131.024,184524,4
Alessandra Roncone,"['italian trance', 'uplifting trance']",What Makes You Feel Alive (Mixed),4QtlPS8UuKkBaATUVVn15a,21,0.372,0.99,9,-8.471,1,0.0623,9.47e-06,0.847,0.336,0.654,136.97,56053,4
Dominic Fike,"['alternative pop rock', 'pop']",Why,1xLs8Mu1QEVbGCpyHQ2r2U,70,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,139907,4
夏欢雨,[],2020 - Remix,0wVriXaEqzhCUm2wujmvka,1,0.322,0.851,11,-4.455,1,0.251,0.758,0.0,0.0803,0.286,85.681,206000,4
COIN,"['indie pop', 'modern rock', 'pop', 'pop rock']",Crash My Car,0X5mtNbqxbiTYkwj0CQc2f,70,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,188307,5
Roman Messer,"['progressive uplifting trance', 'russian trance', 'trance']",Dancing In The Dark (Mixed) - Alex M.O.R.P.H. Remix,2XasfevTT8oeReTshzt4Xv,22,0.483,0.953,11,-7.255,0,0.0757,2.22e-05,0.236,0.401,0.572,134.998,85333,4
SyKo,['glitchcore'],#BrooklynBloodPop!,7K9Z3yFNNLv5kwTjQYGjnu,75,0.691,0.814,1,-3.788,0,0.117,0.0164,0.0,0.366,0.509,132.012,145611,4
SBTRKT,"['electronica', 'electropop', 'future garage', 'new rave', 'uk bass']",2020,5tXgSua20WlH1dmkqZv0YU,18,0.855,0.625,7,-13.777,1,0.208,0.000172,0.942,0.0871,0.112,130.003,253493,4
347aidan,['sad rap'],Dancing in My Room,6Pgmqg15yVexuOgtzuxwoX,75,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993,180139,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",A State Of Trance Year Mix 2020 (Mixed) - Intro: What Is Out There?,32EepqLfVjRC1oLMlPhiAA,16,0.481,0.422,1,-14.111,1,0.127,0.00187,1.37e-06,0.58,0.411,77.08,151520,3
Brent Faiyaz,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",Been Away,5PvVkf1Yuq3XyMqqjPiKPd,70,0.602,0.5,8,-9.377,1,0.298,0.477,5.69e-05,0.295,0.395,132.798,223630,4
Pleiiiades,"['high vibe', 'spiritual hip hop']",2020,6sjAZoeSPUi24Rjs9j4g9q,11,0.64,0.494,1,-12.9,0,0.399,0.12,0.0,0.155,0.201,110.124,213213,4
Yandel,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",CANCIÓN CON YANDEL,3pm4XtcsRIFFtH2UErk62R,76,0.75,0.741,9,-4.43,1,0.402,0.447,0.0,0.121,0.495,79.968,209180,4
ALPHA 9,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']",All That I Can - Mixed,3ZRZk4o9jSTiyXlREKF7Qx,13,0.483,0.993,9,-3.788,0,0.0378,0.0012,0.000679,0.898,0.706,126.002,228332,4
The Neighbourhood,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",Pretty Boy,7IL8PSVwLOJxqYne6azxQv,73,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,4
OzTheDon,[],2020,27XFXT0pbYDwYkSH2w3zgU,6,0.91,0.493,2,-8.708,1,0.274,0.616,0.000252,0.109,0.453,98.008,132859,4
Taylor Swift,['pop'],my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,74,0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,255894,4
015B,"['classic k-pop', 'k-indie', 'k-rock', 'korean electropop', 'korean pop']",#BNTK (feat. WINE),5JHbS2n0TaVCcLzI1JeyUE,18,0.637,0.708,7,-5.052,1,0.0351,0.0808,0.0,0.071,0.557,125.948,277107,4
Billie Eilish,"['art pop', 'electropop', 'pop']",Therefore I Am,54bFM56PmE4YLRnqpW6Tha,75,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,174321,4
Year 200X,['scorecore'],Metal Gear (jungle),4sinj5eTGlQiIBVXxnYRq9,10,0.282,0.691,5,-8.774,0,0.0349,3.27e-06,0.793,0.198,0.479,74.63,96227,4
Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",Still Trappin',1lw4FrPr3Y8R7Q1Mro2TMe,69,0.877,0.679,5,-4.969,0,0.355,0.0458,0.0,0.0987,0.624,144.93,172185,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",Hollow (Mixed),6AegTL0xgC4hIIfoWFfYwY,20,0.701,0.739,7,-9.062,1,0.0664,0.000855,0.579,0.21,0.318,128.037,112507,4
Rod Wave,['florida rap'],Girl Of My Dreams,09YHm6IkdZko28KdEbXtPb,67,0.637,0.562,4,-7.348,0,0.0694,0.488,0.0,0.114,0.352,75.041,159733,4
Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']",Silly Watch,5egD7A5x9AHdVO2fMo3Wbo,68,0.903,0.535,8,-6.238,1,0.286,0.0298,0.0,0.0851,0.157,130.117,195692,4
ReOrder,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",After Tomorrow (Mixed),5HoChp62G52HrIb0LWoiQ3,19,0.615,0.926,1,-7.883,0,0.228,4.57e-05,0.353,0.49,0.191,129.93,36957,4
KillBunk,['sad rap'],Chanel Bag,4d16JADh71pTeqx0vlHL69,73,0.77,0.614,11,-5.49,0,0.0816,0.0671,0.0,0.0873,0.698,115.012,158668,4
Joji,['viral pop'],Daylight,6Ed1q0X8oSKSm4IIhiQbYg,73,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,163906,4
NWYR,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Heart Eyes (Mixed),5yYQ0wqZ3LK63jyr60imkL,21,0.407,0.967,6,-6.82,0,0.103,0.000208,0.322,0.36,0.461,130.483,58627,4
Juice WRLD,"['chicago rap', 'melodic rap']",Up Up And Away,7pbg3ABlAZv2NiIdKbBBFm,70,0.661,0.665,4,-6.356,0,0.053,0.538,0.0,0.0981,0.486,75.059,147548,4
Abstract,"['indie pop rap', 'pop rap']",2020 Won,6zvvHK72TjoN1m272d43vk,16,0.616,0.691,2,-5.453,1,0.35,0.575,0.0,0.0871,0.457,170.086,118772,4
Ingrid Andress,"['contemporary country', 'country pop']",More Hearts Than Mine,60RFlt48hm0l4Fu0JoccOl,69,0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,214787,4
Philippe El Sisi,"['deep uplifting trance', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']",The Phoenix (FSOE 650 Anthem) [Mixed],44RvSbN0KsreQP41JTnTda,21,0.466,0.983,7,-8.285,1,0.0586,3.04e-05,0.922,0.141,0.719,136.996,56053,4
BLACKPINK,"['k-pop', 'k-pop girl group']",How You Like That,4SFknyjLcyTLJFPKD2m96o,76,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
Leon Chavis,[],2020,6ctudu13qjtqh9cLL7ZwnC,6,0.626,0.842,10,-4.924,1,0.0538,0.446,0.0,0.296,0.769,144.035,294703,4
DJ Khaled,"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,75,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,200221,4
Brennan Heart,"['classic hardstyle', 'euphoric hardstyle', 'rawstyle']",Born & Raised (feat. Enina) (Official I AM HARDSTYLE Anthem 2020),2keBgnJAWPBgQ3L2EzdysY,31,0.551,0.912,7,-4.25,1,0.0921,0.00697,3.98e-05,0.286,0.245,150.022,236811,4
SZA,"['pop', 'r&b']",Hit Different,7Bar1kLTmsRmH6FCKKMEyU,71,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4
Joji,['viral pop'],Sanctuary,5F1ZmucV0uJY14y2dYKePa,76,0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834,180019,4
Darius Rucker,"['black americana', 'contemporary country', 'country', 'country road']",Beers And Sunshine,36ISlLb12gKuCCVTYXC0gb,68,0.57,0.645,5,-5.816,1,0.0304,0.134,0.0,0.147,0.677,81.084,178279,4
Al Stewart,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'singer-songwriter', 'soft rock', 'symphonic rock']",On the Border - 2020 Remaster,5vK1XZzwb5gHIhbKiEbAJf,17,0.494,0.765,6,-7.807,0,0.0322,0.102,4.13e-06,0.0787,0.641,98.359,203707,4
Will Paquin,['weirdcore'],Chandelier,1Go9q6KaCpAsQ0wkZFGzY2,72,0.333,0.498,2,-9.121,0,0.0468,0.674,6.51e-06,0.12,0.427,87.082,127465,4
MisterWives,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop rock']",SUPERBLOOM,2HvtedoEeymVWrBPyAMNwZ,70,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,213547,4
Protoculture,"['progressive house', 'progressive trance', 'psychedelic trance', 'trance', 'uplifting trance']",Go (Mixed),7z0qcacB2xNawgBMwilsp3,20,0.488,0.947,0,-7.697,1,0.0564,0.000364,0.989,0.313,0.207,129.98,57227,4
Juice WRLD,"['chicago rap', 'melodic rap']",Smile (with The Weeknd),6wQlQrTY5mVS8EGaFZVwVF,72,0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,196180,4
Jarred Taylor,[],2020 the Song,42sS7zpUtUjnwQnvmO3HX6,9,0.692,0.624,4,-7.185,1,0.0233,0.174,0.0,0.296,0.857,96.983,153809,4
Machine Gun Kelly,['ohio hip hop'],drunk face,3k0YJnqMKRZb8swo86vCkq,70,0.691,0.77,7,-4.578,0,0.0367,0.0282,0.0,0.497,0.344,90.024,143901,4
Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",I Need You To Know (Mixed),17EfGz0KhnCSBccqWa2oNh,18,0.292,0.747,6,-8.51,0,0.0691,0.000411,5.19e-06,0.404,0.558,129.588,44787,4
Five Finger Death Punch,"['alternative metal', 'groove metal', 'nu metal']",A Little Bit Off,6GqqGv8frU7kqzXkm2rewI,71,0.664,0.828,0,-6.053,1,0.0404,0.00839,0.0,0.294,0.82,103.985,190718,4
Keats,[],2020,5CHKt4xxj8FqNm4WizNRli,8,0.622,0.764,0,-4.661,1,0.382,0.281,0.0,0.181,0.446,124.244,227973,4
El Fantasma,"['banda', 'corrido', 'musica mexicana', 'nueva musica mexicana']",Cabrón y Vago - En Vivo,4nbWX2HzrOEnX4xxvYRCyU,75,0.547,0.638,8,-2.99,1,0.124,0.697,0.0,0.074,0.876,176.277,142065,3
